"RTL_STORE_CD","RTL_FIPS_COUNTY_CD","STATE_CD","RTL_FIPS_COUNTY_DSC","CUSTCOL_57","RTL_CITY_DSC","RTL_PREMISE_TYPE_CD","RTL_PREMISE_TYPE_DSC","RTL_CHANNEL_CD","RTL_CHANNEL_DSC","RTL_SUBCHANNEL_CD","RTL_SUBCHANNEL_DSC","RTL_BEER_FLAG","RTL_LIQUOR_FLG","WJXBFS1"
"100490116","035","UT","SALT LAKE","49035","SANDY","OFF","OFF PREMISE","05","GROCERY","5","SUPERMARKET-CONVENTIONAL","Y","N",107.25
"102146472","053","UT","WASHINGTON","49053","ST GEORGE","ON","ON PREMISE","50","DINING","2","CASUAL DINING","Y","Y",5
"100635631","005","UT","CACHE","49005","LOGAN","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",26
"101972646","011","UT","DAVIS","49011","LAYTON","ON","ON PREMISE","55","CATERER","3","BANQUET HALL","Y","Y",24
"100447936","049","UT","UTAH","49049","OREM","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",224.0835
"101608486","057","UT","WEBER","49057","OGDEN","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",94
"101608579","045","UT","TOOELE","49045","TOOELE","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",61
"101673096","035","UT","SALT LAKE","49035","SALT LAKE CITY","ON","ON PREMISE","50","DINING","2","CASUAL DINING","Y","Y",13.6387
"105617874","035","UT","SALT LAKE","49035","SALT LAKE CITY","ON","ON PREMISE","51","BAR/NIGHTCLUB","2","CASUAL NIGHTCLUB","Y","Y",30
"100506954","043","UT","SUMMIT","49043","PARK CITY","OFF","OFF PREMISE","05","GROCERY","6","SUPERCENTER","Y","N",740.5001
"105603756","053","UT","WASHINGTON","49053","ST GEORGE","ON","ON PREMISE","50","DINING","2","CASUAL DINING","Y","Y",9
"102059126","011","UT","DAVIS","49011","SYRACUSE","OFF","OFF PREMISE","05","GROCERY","6","SUPERCENTER","Y","N",186.75
"107249019","035","UT","SALT LAKE","49035","SALT LAKE CITY","ON","ON PREMISE","50","DINING","2","CASUAL DINING","Y","Y",3
"200691240","035","UT","SALT LAKE","49035","WEST JORDAN","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",211.9167
"107466266","049","UT","UTAH","49049","PLEASANT GROVE","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",16
"200690782","011","UT","DAVIS","49011","CLEARFIELD","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",138.25
"205624941","019","UT","GRAND","49019","MOAB","ON","ON PREMISE","51","BAR/NIGHTCLUB","1","NEIGHBORHOOD BAR","Y","Y",58.4445
"202274112","013","UT","DUCHESNE","49013","MYTON","ON","ON PREMISE","50","DINING","2","CASUAL DINING","Y","N",2
"107494130","035","UT","SALT LAKE","49035","WEST JORDAN","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",218.75
"200274722","035","UT","SALT LAKE","49035","WEST VALLEY CITY","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",809.5006
"207356084","043","UT","SUMMIT","49043","PARK CITY","ON","ON PREMISE","51","BAR/NIGHTCLUB","1","NEIGHBORHOOD BAR","Y","Y",60.4445
"107030390","011","UT","DAVIS","49011","CLEARFIELD","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",89
"201917115","043","UT","SUMMIT","49043","PARK CITY","ON","ON PREMISE","59","EXTENDED MASTER ON-PREMISE","M","OTHER ON-PREMISE","N","N",12
"205624012","035","UT","SALT LAKE","49035","MAGNA","ON","ON PREMISE","51","BAR/NIGHTCLUB","3","SPORTS BAR","Y","Y",23
"107360233","035","UT","SALT LAKE","49035","SALT LAKE CITY","ON","ON PREMISE","59","EXTENDED MASTER ON-PREMISE","H","RESTAURANT NA","N","N",13
"200756953","005","UT","CACHE","49005","LOGAN","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",166
"107499608","049","UT","UTAH","49049","SPRINGVILLE","OFF","OFF PREMISE","05","GROCERY","6","SUPERCENTER","N","N",91.3333
"101925337","011","UT","DAVIS","49011","CLEARFIELD","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",275.9998
"103891101","035","UT","SALT LAKE","49035","SALT LAKE CITY","ON","ON PREMISE","50","DINING","2","CASUAL DINING","Y","N",7.25
"105599962","045","UT","TOOELE","49045","TOOELE","ON","ON PREMISE","53","RECREATION","1","PRIVATE CLUB","Y","Y",6
"100111845","035","UT","SALT LAKE","49035","SANDY","OFF","OFF PREMISE","05","GROCERY","5","SUPERMARKET-CONVENTIONAL","Y","N",441.5
"105611181","035","UT","SALT LAKE","49035","SALT LAKE CITY","ON","ON PREMISE","50","DINING","2","CASUAL DINING","Y","Y",26.3332
"100416486","057","UT","WEBER","49057","OGDEN","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",25
"105617217","057","UT","WEBER","49057","OGDEN","ON","ON PREMISE","51","BAR/NIGHTCLUB","2","CASUAL NIGHTCLUB","Y","Y",76
"107454777","053","UT","WASHINGTON","49053","ST GEORGE","ON","ON PREMISE","52","LODGING","1","FULL SERVICE LODGING","Y","Y",3
"105544586","035","UT","SALT LAKE","49035","SANDY","ON","ON PREMISE","52","LODGING","1","FULL SERVICE LODGING","Y","Y",2
"107007729","035","UT","SALT LAKE","49035","SALT LAKE CITY","ON","ON PREMISE","50","DINING","4","POLISHED CASUAL","Y","Y",7
"101689138","013","UT","DUCHESNE","49013","HANNA","ON","ON PREMISE","51","BAR/NIGHTCLUB","1","NEIGHBORHOOD BAR","Y","Y",1
"101440175","053","UT","WASHINGTON","49053","VEYO","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",38
"101545626","049","UT","UTAH","49049","SANTAQUIN","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",323
"201647921","045","UT","TOOELE","49045","STOCKTON","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",18
"100699243","035","UT","SALT LAKE","49035","SALT LAKE CITY","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",80
"105598920","025","UT","KANE","49025","KANAB","ON","ON PREMISE","50","DINING","2","CASUAL DINING","Y","N",54
"105596440","011","UT","DAVIS","49011","CLEARFIELD","ON","ON PREMISE","50","DINING","6","FAST CASUAL","Y","N",30
"101941562","035","UT","SALT LAKE","49035","SOUTH JORDAN","OFF","OFF PREMISE","05","GROCERY","6","SUPERCENTER","Y","N",535.3335
"105614644","057","UT","WEBER","49057","OGDEN","ON","ON PREMISE","50","DINING","2","CASUAL DINING","Y","Y",2
"100572518","043","UT","SUMMIT","49043","PARK CITY","OFF","OFF PREMISE","05","GROCERY","5","SUPERMARKET-CONVENTIONAL","Y","N",419.5
"101612390","053","UT","WASHINGTON","49053","SPRINGDALE","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",29
"103676460","035","UT","SALT LAKE","49035","SOUTH JORDAN","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",214.5
"101435172","035","UT","SALT LAKE","49035","SALT LAKE CITY","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",161.3333
"101673755","049","UT","UTAH","49049","SPRINGVILLE","ON","ON PREMISE","51","BAR/NIGHTCLUB","2","CASUAL NIGHTCLUB","Y","Y",8
"101553944","049","UT","UTAH","49049","PAYSON","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",310.1666
"105624820","005","UT","CACHE","49005","LOGAN","ON","ON PREMISE","51","BAR/NIGHTCLUB","1","NEIGHBORHOOD BAR","Y","Y",27
"105619761","035","UT","SALT LAKE","49035","SALT LAKE CITY","ON","ON PREMISE","51","BAR/NIGHTCLUB","1","NEIGHBORHOOD BAR","Y","Y",4
"103706348","049","UT","UTAH","49049","OREM","ON","ON PREMISE","50","DINING","2","CASUAL DINING","Y","Y",65.1109
"205629263","035","UT","SALT LAKE","49035","SALT LAKE CITY","OFF","OFF PREMISE","MF","MILITARY OFF-PREMISE","7","MILITARY EXCHANGE","Y","Y",121.3333
"101434703","049","UT","UTAH","49049","OREM","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",216.8334
"101916389","011","UT","DAVIS","49011","CLEARFIELD","OFF","OFF PREMISE","09","EXTENDED MASTER OFF-PREMISE","F","MEAT/FISH/FRUIT/BAKERY","N","N",296.1666
"105600543","057","UT","WEBER","49057","OGDEN","ON","ON PREMISE","53","RECREATION","1","PRIVATE CLUB","Y","Y",12
"101955223","055","UT","WAYNE","49055","HANKSVILLE","OFF","OFF PREMISE","05","GROCERY","4","SUPERETTE","Y","N",24
"100317149","035","UT","SALT LAKE","49035","SALT LAKE CITY","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",950.6667
"107181381","035","UT","SALT LAKE","49035","SOUTH JORDAN","OFF","OFF PREMISE","05","GROCERY","6","SUPERCENTER","Y","N",249.9167
"201439177","021","UT","IRON","49021","CEDAR CITY","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",32
"107461305","035","UT","SALT LAKE","49035","SALT LAKE CITY","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",61.5
"201578946","043","UT","SUMMIT","49043","KAMAS","ON","ON PREMISE","51","BAR/NIGHTCLUB","1","NEIGHBORHOOD BAR","Y","Y",35
"103882302","035","UT","SALT LAKE","49035","DRAPER","ON","ON PREMISE","51","BAR/NIGHTCLUB","1","NEIGHBORHOOD BAR","Y","Y",12
"100910692","011","UT","DAVIS","49011","SYRACUSE","OFF","OFF PREMISE","05","GROCERY","5","SUPERMARKET-CONVENTIONAL","Y","N",289.5
"105528663","035","UT","SALT LAKE","49035","SALT LAKE CITY","ON","ON PREMISE","50","DINING","2","CASUAL DINING","Y","Y",5
"107367303","035","UT","SALT LAKE","49035","SALT LAKE CITY","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",49
"107529397","035","UT","SALT LAKE","49035","SALT LAKE CITY","ON","ON PREMISE","50","DINING","7","QUICK SERVICE RESTAURANT","Y","N",38.8889
"200636511","035","UT","SALT LAKE","49035","SANDY","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",112.5
"107525790","035","UT","SALT LAKE","49035","WEST JORDAN","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",32.5
"100920448","011","UT","DAVIS","49011","CLEARFIELD","OFF","OFF PREMISE","05","GROCERY","5","SUPERMARKET-CONVENTIONAL","Y","N",34
"101753291","035","UT","SALT LAKE","49035","WEST JORDAN","ON","ON PREMISE","50","DINING","2","CASUAL DINING","Y","Y",4
"100634898","025","UT","KANE","49025","KANAB","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",21
"200693923","053","UT","WASHINGTON","49053","ST GEORGE","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",238.75
"105625173","035","UT","SALT LAKE","49035","WEST JORDAN","ON","ON PREMISE","53","RECREATION","3","BILLIARD/BOWLING/ARCADE","Y","Y",22
"100515270","035","UT","SALT LAKE","49035","RIVERTON","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",106.25
"101906700","057","UT","WEBER","49057","OGDEN","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",117.5
"105599849","035","UT","SALT LAKE","49035","SALT LAKE CITY","ON","ON PREMISE","53","RECREATION","1","PRIVATE CLUB","Y","Y",9
"100582792","035","UT","SALT LAKE","49035","WEST VALLEY CITY","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",1723.5834
"100111841","035","UT","SALT LAKE","49035","SANDY","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",91.75
"205614708","035","UT","SALT LAKE","49035","SALT LAKE CITY","ON","ON PREMISE","50","DINING","2","CASUAL DINING","Y","Y",75.3334
"100140154","003","UT","BOX ELDER","49003","BRIGHAM CITY","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",95.5
"105626553","035","UT","SALT LAKE","49035","MAGNA","ON","ON PREMISE","51","BAR/NIGHTCLUB","5","ADULT ENTERTAINMENT","Y","Y",28
"101474143","045","UT","TOOELE","49045","TOOELE","OFF","OFF PREMISE","05","GROCERY","5","SUPERMARKET-CONVENTIONAL","Y","N",246.25
"100685694","023","UT","JUAB","49023","NEPHI","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",29
"101901042","011","UT","DAVIS","49011","HILL AFB","OFF","OFF PREMISE","MF","MILITARY OFF-PREMISE","8","MILITARY CONVENIENCE STORE","Y","Y",1298.9997
"101490708","057","UT","WEBER","49057","OGDEN","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",47
"201676358","021","UT","IRON","49021","BRIAN HEAD","ON","ON PREMISE","50","DINING","2","CASUAL DINING","Y","N",3
"103091358","049","UT","UTAH","49049","PAYSON","OFF","OFF PREMISE","05","GROCERY","4","SUPERETTE","Y","N",465.3333
"100619474","057","UT","WEBER","49057","EDEN","OFF","OFF PREMISE","05","GROCERY","5","SUPERMARKET-CONVENTIONAL","Y","N",127
"201966380","057","UT","WEBER","49057","OGDEN","ON","ON PREMISE","59","EXTENDED MASTER ON-PREMISE","H","RESTAURANT NA","N","N",8
"101490276","053","UT","WASHINGTON","49053","SPRINGDALE","OFF","OFF PREMISE","05","GROCERY","4","SUPERETTE","Y","N",63
"107352565","041","UT","SEVIER","49041","SALINA","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",24
"207021778","035","UT","SALT LAKE","49035","HERRIMAN","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",272.2499
"200634109","053","UT","WASHINGTON","49053","ST GEORGE","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",530.5831
"100685707","053","UT","WASHINGTON","49053","ST GEORGE","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",497.25
"105610608","057","UT","WEBER","49057","HUNTSVILLE","ON","ON PREMISE","51","BAR/NIGHTCLUB","1","NEIGHBORHOOD BAR","Y","N",4
"100744173","041","UT","SEVIER","49041","MONROE","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",11
"101437823","019","UT","GRAND","49019","MOAB","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",142
"101619330","019","UT","GRAND","49019","MOAB","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",155.7499
"101433977","035","UT","SALT LAKE","49035","SANDY","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",63
"100301276","005","UT","CACHE","49005","LOGAN","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",187.25
"201673753","049","UT","UTAH","49049","SPANISH FORK","ON","ON PREMISE","51","BAR/NIGHTCLUB","1","NEIGHBORHOOD BAR","Y","Y",22
"100649796","011","UT","DAVIS","49011","CLEARFIELD","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",61
"105613597","017","UT","GARFIELD","49017","PANGUITCH","ON","ON PREMISE","50","DINING","2","CASUAL DINING","Y","N",1
"100111922","035","UT","SALT LAKE","49035","SALT LAKE CITY","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",1213.1667
"105605598","043","UT","SUMMIT","49043","PARK CITY","OFF","OFF PREMISE","09","EXTENDED MASTER OFF-PREMISE","X","OTHER OFF-PREMISE","N","N",31
"105617998","035","UT","SALT LAKE","49035","WEST VALLEY CITY","ON","ON PREMISE","53","RECREATION","1","PRIVATE CLUB","Y","Y",29
"101490039","035","UT","SALT LAKE","49035","WEST VALLEY CITY","OFF","OFF PREMISE","05","GROCERY","5","SUPERMARKET-CONVENTIONAL","Y","N",915.4999
"107250400","035","UT","SALT LAKE","49035","SALT LAKE CITY","ON","ON PREMISE","51","BAR/NIGHTCLUB","1","NEIGHBORHOOD BAR","Y","Y",17.9166
"107507056","035","UT","SALT LAKE","49035","WEST JORDAN","ON","ON PREMISE","51","BAR/NIGHTCLUB","3","SPORTS BAR","Y","Y",76
"305626977","057","UT","WEBER","49057","OGDEN","ON","ON PREMISE","50","DINING","2","CASUAL DINING","Y","Y",3
"201529444","057","UT","WEBER","49057","OGDEN","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",97
"105544469","011","UT","DAVIS","49011","LAYTON","ON","ON PREMISE","52","LODGING","1","FULL SERVICE LODGING","Y","Y",3
"107343623","021","UT","IRON","49021","CEDAR CITY","ON","ON PREMISE","50","DINING","2","CASUAL DINING","Y","Y",11
"103522512","005","UT","CACHE","49005","LOGAN","ON","ON PREMISE","50","DINING","2","CASUAL DINING","Y","Y",10
"105628114","009","UT","DAGGETT","49009","DUTCH JOHN","ON","ON PREMISE","52","LODGING","1","FULL SERVICE LODGING","Y","Y",3
"105626641","057","UT","WEBER","49057","OGDEN","ON","ON PREMISE","51","BAR/NIGHTCLUB","2","CASUAL NIGHTCLUB","Y","Y",12
"100756950","003","UT","BOX ELDER","49003","GARLAND","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",34
"105603701","057","UT","WEBER","49057","OGDEN","ON","ON PREMISE","50","DINING","2","CASUAL DINING","Y","Y",17
"100423423","035","UT","SALT LAKE","49035","SANDY","OFF","OFF PREMISE","03","DRUG","3","CONVENTIONAL DRUG","Y","N",4
"102220104","035","UT","SALT LAKE","49035","WEST VALLEY CITY","ON","ON PREMISE","50","DINING","2","CASUAL DINING","Y","Y",450
"102719275","053","UT","WASHINGTON","49053","WASHINGTON","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",215.25
"100317173","035","UT","SALT LAKE","49035","SALT LAKE CITY","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",298.9168
"100868351","057","UT","WEBER","49057","OGDEN","OFF","OFF PREMISE","05","GROCERY","6","SUPERCENTER","Y","N",35
"100317151","049","UT","UTAH","49049","PROVO","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",113.75
"102602175","049","UT","UTAH","49049","AMERICAN FORK","ON","ON PREMISE","50","DINING","2","CASUAL DINING","Y","Y",3
"101439998","057","UT","WEBER","49057","ROY","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",32
"101919885","035","UT","SALT LAKE","49035","WEST VALLEY CITY","ON","ON PREMISE","50","DINING","2","CASUAL DINING","Y","Y",8
"103751102","053","UT","WASHINGTON","49053","SPRINGDALE","OFF","OFF PREMISE","05","GROCERY","5","SUPERMARKET-CONVENTIONAL","Y","N",90
"100301264","035","UT","SALT LAKE","49035","WEST VALLEY CITY","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",725
"101435363","029","UT","MORGAN","49029","MORGAN","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",7
"105544224","053","UT","WASHINGTON","49053","ST GEORGE","ON","ON PREMISE","50","DINING","2","CASUAL DINING","Y","Y",16.4998
"203763548","035","UT","SALT LAKE","49035","WEST VALLEY CITY","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",644.8333
"103916272","037","UT","SAN JUAN","49037","MONTICELLO","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",71.5
"102037386","051","UT","WASATCH","49051","MIDWAY","ON","ON PREMISE","52","LODGING","3","RESORT/CONVENTION","Y","Y",3
"107392334","021","UT","IRON","49021","PAROWAN","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",49.75
"107483221","049","UT","UTAH","49049","AMERICAN FORK","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",83.5
"301762783","049","UT","UTAH","49049","OREM","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",204.75
"201529459","035","UT","SALT LAKE","49035","SOUTH JORDAN","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",96.75
"107477971","035","UT","SALT LAKE","49035","SALT LAKE CITY","ON","ON PREMISE","50","DINING","2","CASUAL DINING","Y","Y",16.0832
"101672502","035","UT","SALT LAKE","49035","SALT LAKE CITY","ON","ON PREMISE","50","DINING","2","CASUAL DINING","Y","N",22.25
"102227554","035","UT","SALT LAKE","49035","WEST VALLEY CITY","OFF","OFF PREMISE","01","WHOLESALE CLUB","1","CONVENTIONAL CLUB","Y","N",675
"105625907","019","UT","GRAND","49019","GREEN RIVER","ON","ON PREMISE","50","DINING","2","CASUAL DINING","Y","Y",67
"101784674","053","UT","WASHINGTON","49053","ST GEORGE","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",120.75
"100301296","035","UT","SALT LAKE","49035","SALT LAKE CITY","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",201.75
"101725485","049","UT","UTAH","49049","PAYSON","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",63.5
"101529785","043","UT","SUMMIT","49043","PARK CITY","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",95.25
"100437529","049","UT","UTAH","49049","SPRINGVILLE","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",36.25
"205608147","053","UT","WASHINGTON","49053","LEEDS","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",22.25
"102144545","037","UT","SAN JUAN","49037","MEXICAN HAT","OFF","OFF PREMISE","09","EXTENDED MASTER OFF-PREMISE","V","TRADING POST","N","N",26
"101982233","019","UT","GRAND","49019","MOAB","ON","ON PREMISE","50","DINING","2","CASUAL DINING","Y","Y",3
"101727041","035","UT","SALT LAKE","49035","SALT LAKE CITY","ON","ON PREMISE","53","RECREATION","9","OTHER ENTERTAINMENT","Y","N",157.5556
"105613653","011","UT","DAVIS","49011","LAYTON","ON","ON PREMISE","50","DINING","2","CASUAL DINING","Y","Y",27.1388
"105609552","027","UT","MILLARD","49027","FILLMORE","ON","ON PREMISE","50","DINING","2","CASUAL DINING","Y","Y",6
"101630257","035","UT","SALT LAKE","49035","SALT LAKE CITY","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",94.75
"101745892","035","UT","SALT LAKE","49035","SALT LAKE CITY","OFF","OFF PREMISE","01","WHOLESALE CLUB","1","CONVENTIONAL CLUB","Y","N",562.5
"300634817","035","UT","SALT LAKE","49035","SALT LAKE CITY","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",32
"105620026","057","UT","WEBER","49057","OGDEN","ON","ON PREMISE","51","BAR/NIGHTCLUB","2","CASUAL NIGHTCLUB","Y","Y",17
"101892842","021","UT","IRON","49021","CEDAR CITY","ON","ON PREMISE","50","DINING","2","CASUAL DINING","Y","Y",2
"105623775","029","UT","MORGAN","49029","MORGAN","ON","ON PREMISE","51","BAR/NIGHTCLUB","1","NEIGHBORHOOD BAR","Y","Y",1
"101436740","011","UT","DAVIS","49011","CENTERVILLE","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",55.5
"100635628","049","UT","UTAH","49049","OREM","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",44
"101676357","057","UT","WEBER","49057","EDEN","ON","ON PREMISE","53","RECREATION","2","GOLF/COUNTRY CLUB","Y","Y",2
"202455221","035","UT","SALT LAKE","49035","WEST JORDAN","ON","ON PREMISE","50","DINING","2","CASUAL DINING","Y","N",5
"102437009","021","UT","IRON","49021","CEDAR CITY","ON","ON PREMISE","50","DINING","2","CASUAL DINING","Y","N",3
"202318580","043","UT","SUMMIT","49043","PARK CITY","ON","ON PREMISE","50","DINING","2","CASUAL DINING","Y","N",4
"102709975","049","UT","UTAH","49049","OREM","OFF","OFF PREMISE","04","CIGARETTE OUTLET","4","CONVENTIONAL CIGARETTE OUTLET","Y","N",2
"101980247","005","UT","CACHE","49005","LOGAN","ON","ON PREMISE","53","RECREATION","2","GOLF/COUNTRY CLUB","Y","N",1
"107387430","035","UT","SALT LAKE","49035","WEST VALLEY CITY","NR","NON RETAIL","NR","NON RETAIL","K","CLIENT INTERNAL","N","N",1
"100187478","011","UT","DAVIS","49011","LAYTON","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",306.75
"100983948","011","UT","DAVIS","49011","CLEARFIELD","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",155.5
"200925192","053","UT","WASHINGTON","49053","LA VERKIN","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",213.75
"100756985","055","UT","WAYNE","49055","TORREY","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",51
"100414460","035","UT","SALT LAKE","49035","SALT LAKE CITY","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",136.5
"101430756","011","UT","DAVIS","49011","WOODS CROSS","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",43.75
"103784653","011","UT","DAVIS","49011","BOUNTIFUL","OFF","OFF PREMISE","03","DRUG","3","CONVENTIONAL DRUG","Y","N",10
"105604480","017","UT","GARFIELD","49017","BRYCE","ON","ON PREMISE","50","DINING","2","CASUAL DINING","Y","N",14
