"RTL_STORE_CD","RTL_FIPS_COUNTY_CD","STATE_CD","RTL_FIPS_COUNTY_DSC","CUSTCOL_57","RTL_CITY_DSC","RTL_PREMISE_TYPE_CD","RTL_PREMISE_TYPE_DSC","RTL_CHANNEL_CD","RTL_CHANNEL_DSC","RTL_SUBCHANNEL_CD","RTL_SUBCHANNEL_DSC","RTL_BEER_FLAG","RTL_LIQUOR_FLG","WJXBFS1"
"107397616","053","UT","WASHINGTON","49053","ST GEORGE","ON","ON PREMISE","50","DINING","6","FAST CASUAL","Y","N",15
"105610207","057","UT","WEBER","49057","OGDEN","ON","ON PREMISE","51","BAR/NIGHTCLUB","1","NEIGHBORHOOD BAR","Y","Y",18
"105545926","049","UT","UTAH","49049","PROVO","ON","ON PREMISE","52","LODGING","1","FULL SERVICE LODGING","Y","Y",3
"101980417","047","UT","UINTAH","49047","VERNAL","NR","NON RETAIL","NR","NON RETAIL","K","CLIENT INTERNAL","N","N",1
"302050112","035","UT","SALT LAKE","49035","WEST VALLEY CITY","ON","ON PREMISE","50","DINING","2","CASUAL DINING","Y","N",11
"107447513","011","UT","DAVIS","49011","NORTH SALT LAKE","NR","NON RETAIL","NR","NON RETAIL","K","CLIENT INTERNAL","N","N",2.75
"107029194","057","UT","WEBER","49057","OGDEN","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",437.4168
"104001666","035","UT","SALT LAKE","49035","WEST JORDAN","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",180.0834
"301430084","057","UT","WEBER","49057","OGDEN","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",179.5834
"107441492","057","UT","WEBER","49057","OGDEN","OFF","OFF PREMISE","03","DRUG","3","CONVENTIONAL DRUG","Y","N",7
"101530944","049","UT","UTAH","49049","SPANISH FORK","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",5
"200651534","035","UT","SALT LAKE","49035","WEST VALLEY CITY","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",293.9167
"102439299","011","UT","DAVIS","49011","BOUNTIFUL","ON","ON PREMISE","50","DINING","6","FAST CASUAL","Y","N",6
"100301249","057","UT","WEBER","49057","OGDEN","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",187.8332
"103848206","035","UT","SALT LAKE","49035","SALT LAKE CITY","ON","ON PREMISE","51","BAR/NIGHTCLUB","1","NEIGHBORHOOD BAR","Y","Y",210
"100650792","005","UT","CACHE","49005","LOGAN","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",418.5
"100571607","049","UT","UTAH","49049","PROVO","OFF","OFF PREMISE","05","GROCERY","5","SUPERMARKET-CONVENTIONAL","Y","N",37.75
"105607459","057","UT","WEBER","49057","OGDEN","ON","ON PREMISE","50","DINING","2","CASUAL DINING","Y","Y",7
"100362260","035","UT","SALT LAKE","49035","SALT LAKE CITY","OFF","OFF PREMISE","05","GROCERY","5","SUPERMARKET-CONVENTIONAL","Y","N",747.5
"100689579","057","UT","WEBER","49057","OGDEN","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",13
"101690097","011","UT","DAVIS","49011","LAYTON","ON","ON PREMISE","50","DINING","2","CASUAL DINING","Y","Y",53.2776
"101857001","049","UT","UTAH","49049","OREM","OFF","OFF PREMISE","03","DRUG","3","CONVENTIONAL DRUG","Y","N",2
"400492299","057","UT","WEBER","49057","ROY","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",47.75
"400653536","041","UT","SEVIER","49041","SALINA","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",19
"100441524","011","UT","DAVIS","49011","FARMINGTON","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",128.9165
"101840007","011","UT","DAVIS","49011","HILL AFB","ON","ON PREMISE","57","MILITARY ON-PREMISE","5","MILITARY RECREATION","Y","Y",3
"201431824","035","UT","SALT LAKE","49035","MIDVALE","OFF","OFF PREMISE","07","CONVENIENCE STORE","1","GAS STATION/KIOSK","Y","N",8
"102628281","057","UT","WEBER","49057","OGDEN","NR","NON RETAIL","NR","NON RETAIL","K","CLIENT INTERNAL","N","N",1
"105615805","047","UT","UINTAH","49047","FORT DUCHESNE","ON","ON PREMISE","51","BAR/NIGHTCLUB","1","NEIGHBORHOOD BAR","Y","Y",8
"100993749","011","UT","DAVIS","49011","CLEARFIELD","OFF","OFF PREMISE","05","GROCERY","5","SUPERMARKET-CONVENTIONAL","Y","N",104.75
"103186350","053","UT","WASHINGTON","49053","HURRICANE","OFF","OFF PREMISE","05","GROCERY","6","SUPERCENTER","Y","N",631.4997
"102176762","011","UT","DAVIS","49011","LAYTON","ON","ON PREMISE","50","DINING","2","CASUAL DINING","Y","Y",17.7499
"101875706","013","UT","DUCHESNE","49013","ALTAMONT","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",6
"101980806","011","UT","DAVIS","49011","HILL AFB","ON","ON PREMISE","57","MILITARY ON-PREMISE","2","MILITARY DINING","Y","Y",9
"100914594","049","UT","UTAH","49049","PLEASANT GROVE","OFF","OFF PREMISE","05","GROCERY","5","SUPERMARKET-CONVENTIONAL","Y","N",227.0834
"105609140","025","UT","KANE","49025","KANAB","ON","ON PREMISE","50","DINING","2","CASUAL DINING","Y","N",20
"100111864","047","UT","UINTAH","49047","VERNAL","OFF","OFF PREMISE","05","GROCERY","5","SUPERMARKET-CONVENTIONAL","Y","N",79.5
"100626471","053","UT","WASHINGTON","49053","SPRINGDALE","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",136
"101949401","017","UT","GARFIELD","49017","BRYCE","OFF","OFF PREMISE","09","EXTENDED MASTER OFF-PREMISE","M","GIFT/VARIETY","N","N",19
"100682568","045","UT","TOOELE","49045","GRANTSVILLE","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",43
"100330306","035","UT","SALT LAKE","49035","SALT LAKE CITY","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",134
"101579372","035","UT","SALT LAKE","49035","SALT LAKE CITY","ON","ON PREMISE","50","DINING","1","FINE DINING","Y","Y",128
"102119809","021","UT","IRON","49021","CEDAR CITY","ON","ON PREMISE","50","DINING","2","CASUAL DINING","Y","Y",17.3332
"100996876","035","UT","SALT LAKE","49035","SALT LAKE CITY","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",147.5
"102572641","011","UT","DAVIS","49011","SYRACUSE","ON","ON PREMISE","53","RECREATION","2","GOLF/COUNTRY CLUB","Y","N",3
"101671770","011","UT","DAVIS","49011","LAYTON","ON","ON PREMISE","53","RECREATION","2","GOLF/COUNTRY CLUB","Y","Y",8
"100689164","015","UT","EMERY","49015","GREEN RIVER","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",81.1667
"200426710","035","UT","SALT LAKE","49035","SALT LAKE CITY","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",133.75
"201436720","035","UT","SALT LAKE","49035","WEST VALLEY CITY","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",266.5833
"300481153","035","UT","SALT LAKE","49035","SALT LAKE CITY","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",172.5
"205604110","015","UT","EMERY","49015","GREEN RIVER","ON","ON PREMISE","50","DINING","2","CASUAL DINING","Y","N",12
"101740518","029","UT","MORGAN","49029","MORGAN","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",31
"103883180","035","UT","SALT LAKE","49035","SALT LAKE CITY","NR","NON RETAIL","NR","NON RETAIL","K","CLIENT INTERNAL","N","N",148
"107512199","011","UT","DAVIS","49011","NORTH SALT LAKE","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",100.4166
"202591795","057","UT","WEBER","49057","OGDEN","ON","ON PREMISE","50","DINING","2","CASUAL DINING","Y","Y",16.5833
"301946898","035","UT","SALT LAKE","49035","SALT LAKE CITY","OFF","OFF PREMISE","09","EXTENDED MASTER OFF-PREMISE","J","PIPE/CIGAR/TOBACCO","N","N",32
"107181709","057","UT","WEBER","49057","OGDEN","ON","ON PREMISE","51","BAR/NIGHTCLUB","3","SPORTS BAR","Y","Y",17.75
"101440776","049","UT","UTAH","49049","AMERICAN FORK","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",24
"100983938","035","UT","SALT LAKE","49035","SALT LAKE CITY","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",31.5
"201608233","035","UT","SALT LAKE","49035","SALT LAKE CITY","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",62.25
"200340427","035","UT","SALT LAKE","49035","WEST JORDAN","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",440.8334
"101648726","033","UT","RICH","49033","GARDEN CITY","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",12
"105601189","011","UT","DAVIS","49011","BOUNTIFUL","ON","ON PREMISE","53","RECREATION","2","GOLF/COUNTRY CLUB","Y","N",12.75
"105282277","011","UT","DAVIS","49011","LAYTON","ON","ON PREMISE","50","DINING","2","CASUAL DINING","Y","Y",3
"102194316","035","UT","SALT LAKE","49035","SOUTH JORDAN","ON","ON PREMISE","50","DINING","2","CASUAL DINING","Y","Y",6
"100364053","053","UT","WASHINGTON","49053","ST GEORGE","OFF","OFF PREMISE","05","GROCERY","5","SUPERMARKET-CONVENTIONAL","Y","N",943.7501
"100350373","003","UT","BOX ELDER","49003","TREMONTON","OFF","OFF PREMISE","05","GROCERY","5","SUPERMARKET-CONVENTIONAL","Y","N",88.75
"100317163","035","UT","SALT LAKE","49035","SALT LAKE CITY","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",1797.7501
"102649108","035","UT","SALT LAKE","49035","RIVERTON","OFF","OFF PREMISE","02","LIQUOR","2","CONVENTIONAL LIQUOR","Y","Y",195.0001
"201745096","035","UT","SALT LAKE","49035","SALT LAKE CITY","OFF","OFF PREMISE","05","GROCERY","5","SUPERMARKET-CONVENTIONAL","Y","N",217.75
"105625545","035","UT","SALT LAKE","49035","SALT LAKE CITY","ON","ON PREMISE","51","BAR/NIGHTCLUB","1","NEIGHBORHOOD BAR","Y","Y",25
"100329516","035","UT","SALT LAKE","49035","SANDY","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",21
"100301329","035","UT","SALT LAKE","49035","SALT LAKE CITY","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",192.5
"205607960","035","UT","SALT LAKE","49035","SALT LAKE CITY","ON","ON PREMISE","50","DINING","2","CASUAL DINING","Y","Y",12
"200797966","035","UT","SALT LAKE","49035","DRAPER","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",191
"102249286","021","UT","IRON","49021","CEDAR CITY","OFF","OFF PREMISE","03","DRUG","3","CONVENTIONAL DRUG","Y","N",24
"200340009","057","UT","WEBER","49057","OGDEN","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",22.25
"107506414","057","UT","WEBER","49057","OGDEN","ON","ON PREMISE","50","DINING","2","CASUAL DINING","Y","Y",23.5833
"103575928","043","UT","SUMMIT","49043","PARK CITY","ON","ON PREMISE","52","LODGING","2","LUXURY LODGING","Y","Y",3
"107434697","049","UT","UTAH","49049","AMERICAN FORK","OFF","OFF PREMISE","03","DRUG","3","CONVENTIONAL DRUG","Y","N",5
"101690453","035","UT","SALT LAKE","49035","SANDY","ON","ON PREMISE","51","BAR/NIGHTCLUB","2","CASUAL NIGHTCLUB","Y","Y",4
"101691486","019","UT","GRAND","49019","MOAB","ON","ON PREMISE","50","DINING","2","CASUAL DINING","Y","Y",9
"105545532","035","UT","SALT LAKE","49035","SALT LAKE CITY","ON","ON PREMISE","52","LODGING","1","FULL SERVICE LODGING","Y","Y",25
"101906682","035","UT","SALT LAKE","49035","SANDY","OFF","OFF PREMISE","04","CIGARETTE OUTLET","4","CONVENTIONAL CIGARETTE OUTLET","Y","N",14
"102616388","011","UT","DAVIS","49011","LAYTON","OFF","OFF PREMISE","04","CIGARETTE OUTLET","4","CONVENTIONAL CIGARETTE OUTLET","Y","N",12
"101674066","035","UT","SALT LAKE","49035","SALT LAKE CITY","ON","ON PREMISE","50","DINING","6","FAST CASUAL","Y","N",272
"101496346","019","UT","GRAND","49019","THOMPSON","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",22
"105618298","011","UT","DAVIS","49011","CLEARFIELD","ON","ON PREMISE","51","BAR/NIGHTCLUB","1","NEIGHBORHOOD BAR","Y","N",14
"100574098","043","UT","SUMMIT","49043","COALVILLE","OFF","OFF PREMISE","05","GROCERY","4","SUPERETTE","Y","N",55.4998
"102070368","035","UT","SALT LAKE","49035","SANDY","OFF","OFF PREMISE","05","GROCERY","6","SUPERCENTER","Y","N",577.5001
"100186885","035","UT","SALT LAKE","49035","SALT LAKE CITY","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",78.5
"100620700","019","UT","GRAND","49019","MOAB","OFF","OFF PREMISE","03","DRUG","1","RX ONLY AND SMALL INDEP","Y","N",82
"101967802","005","UT","CACHE","49005","SMITHFIELD","ON","ON PREMISE","50","DINING","2","CASUAL DINING","Y","Y",1
"100301208","035","UT","SALT LAKE","49035","SANDY","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",146.5
"100485520","005","UT","CACHE","49005","LOGAN","OFF","OFF PREMISE","05","GROCERY","6","SUPERCENTER","Y","N",499
"102175614","053","UT","WASHINGTON","49053","IVINS","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",89
"201438937","057","UT","WEBER","49057","OGDEN","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",297.75
"107232909","035","UT","SALT LAKE","49035","SALT LAKE CITY","ON","ON PREMISE","50","DINING","6","FAST CASUAL","Y","N",24
"200274756","035","UT","SALT LAKE","49035","WEST VALLEY CITY","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",1177.75
"201431882","035","UT","SALT LAKE","49035","SALT LAKE CITY","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",182.7501
"107494114","057","UT","WEBER","49057","OGDEN","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",148.4165
"107448673","011","UT","DAVIS","49011","CLEARFIELD","OFF","OFF PREMISE","04","CIGARETTE OUTLET","4","CONVENTIONAL CIGARETTE OUTLET","Y","N",2
"200111978","035","UT","SALT LAKE","49035","SALT LAKE CITY","OFF","OFF PREMISE","05","GROCERY","5","SUPERMARKET-CONVENTIONAL","Y","N",438.5
"107465957","035","UT","SALT LAKE","49035","SOUTH JORDAN","OFF","OFF PREMISE","05","GROCERY","6","SUPERCENTER","Y","N",358.3334
"105599977","053","UT","WASHINGTON","49053","ST GEORGE","ON","ON PREMISE","53","RECREATION","1","PRIVATE CLUB","Y","Y",6
"200930556","019","UT","GRAND","49019","MOAB","OFF","OFF PREMISE","08","MASS MERCHANDISER","8","CONVENTIONAL MASS MERCH","Y","N",6
"102353202","057","UT","WEBER","49057","OGDEN","ON","ON PREMISE","50","DINING","2","CASUAL DINING","Y","N",2
"105613676","005","UT","CACHE","49005","LOGAN","ON","ON PREMISE","50","DINING","2","CASUAL DINING","Y","Y",2
"100689727","005","UT","CACHE","49005","LOGAN","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",89.25
"100301235","027","UT","MILLARD","49027","DELTA","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",274.0834
"100744165","007","UT","CARBON","49007","WELLINGTON","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",26
"105544186","035","UT","SALT LAKE","49035","MIDVALE","ON","ON PREMISE","50","DINING","2","CASUAL DINING","Y","Y",17.3332
"105620833","035","UT","SALT LAKE","49035","SALT LAKE CITY","ON","ON PREMISE","51","BAR/NIGHTCLUB","2","CASUAL NIGHTCLUB","Y","Y",161
"102619525","035","UT","SALT LAKE","49035","SOUTH JORDAN","OFF","OFF PREMISE","01","WHOLESALE CLUB","1","CONVENTIONAL CLUB","Y","N",307.5
"102190394","035","UT","SALT LAKE","49035","SALT LAKE CITY","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",724.1666
"101471232","035","UT","SALT LAKE","49035","DRAPER","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",98.75
"201690465","057","UT","WEBER","49057","OGDEN","ON","ON PREMISE","51","BAR/NIGHTCLUB","5","ADULT ENTERTAINMENT","Y","Y",13
"103782951","057","UT","WEBER","49057","OGDEN","ON","ON PREMISE","51","BAR/NIGHTCLUB","3","SPORTS BAR","Y","Y",3
"201472701","041","UT","SEVIER","49041","MONROE","OFF","OFF PREMISE","05","GROCERY","5","SUPERMARKET-CONVENTIONAL","Y","N",2
"101433688","035","UT","SALT LAKE","49035","SALT LAKE CITY","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",111.75
"101942562","037","UT","SAN JUAN","49037","LAKE POWELL","OFF","OFF PREMISE","09","EXTENDED MASTER OFF-PREMISE","N","MARINA","N","N",63
"101786394","035","UT","SALT LAKE","49035","SALT LAKE CITY","ON","ON PREMISE","53","RECREATION","2","GOLF/COUNTRY CLUB","Y","N",9
"103819941","035","UT","SALT LAKE","49035","SALT LAKE CITY","OFF","OFF PREMISE","09","EXTENDED MASTER OFF-PREMISE","L","ETHNIC MARKETS","N","N",192.3334
"200690789","035","UT","SALT LAKE","49035","SALT LAKE CITY","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",24
"201949272","035","UT","SALT LAKE","49035","MIDVALE","OFF","OFF PREMISE","09","EXTENDED MASTER OFF-PREMISE","L","ETHNIC MARKETS","N","N",362.1666
"107189162","035","UT","SALT LAKE","49035","SALT LAKE CITY","ON","ON PREMISE","51","BAR/NIGHTCLUB","1","NEIGHBORHOOD BAR","Y","Y",19
"107340404","035","UT","SALT LAKE","49035","SALT LAKE CITY","OFF","OFF PREMISE","05","GROCERY","5","SUPERMARKET-CONVENTIONAL","Y","N",14
"107499616","049","UT","UTAH","49049","SARATOGA SPRINGS","OFF","OFF PREMISE","05","GROCERY","6","SUPERCENTER","Y","N",91.25
"101676348","047","UT","UINTAH","49047","VERNAL","ON","ON PREMISE","50","DINING","6","FAST CASUAL","Y","N",3
"100187483","057","UT","WEBER","49057","OGDEN","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",203
"103701932","035","UT","SALT LAKE","49035","DRAPER","ON","ON PREMISE","50","DINING","2","CASUAL DINING","Y","Y",7
"101676374","035","UT","SALT LAKE","49035","SANDY","ON","ON PREMISE","52","LODGING","1","FULL SERVICE LODGING","Y","Y",5
"201530907","049","UT","UTAH","49049","GOSHEN","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",76.8333
"107499772","049","UT","UTAH","49049","EAGLE MOUNTAIN","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",195.9999
"300688285","035","UT","SALT LAKE","49035","SALT LAKE CITY","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",139
"500689888","003","UT","BOX ELDER","49003","PLYMOUTH","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",31.4999
"300656544","011","UT","DAVIS","49011","CLEARFIELD","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",37
"103844930","057","UT","WEBER","49057","OGDEN","ON","ON PREMISE","50","DINING","2","CASUAL DINING","Y","Y",45
"107368898","035","UT","SALT LAKE","49035","HERRIMAN","OFF","OFF PREMISE","05","GROCERY","5","SUPERMARKET-CONVENTIONAL","Y","N",174
"201946894","035","UT","SALT LAKE","49035","SALT LAKE CITY","ON","ON PREMISE","50","DINING","2","CASUAL DINING","Y","Y",14.9166
"101619328","001","UT","BEAVER","49001","MILFORD","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",48.5
"100693921","001","UT","BEAVER","49001","BEAVER","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",90.5
"101692217","035","UT","SALT LAKE","49035","SALT LAKE CITY","ON","ON PREMISE","50","DINING","2","CASUAL DINING","Y","Y",1
"100251922","039","UT","SANPETE","49039","MANTI","OFF","OFF PREMISE","05","GROCERY","5","SUPERMARKET-CONVENTIONAL","Y","N",2
"101840446","049","UT","UTAH","49049","AMERICAN FORK","OFF","OFF PREMISE","05","GROCERY","6","SUPERCENTER","Y","N",338.1668
"101548136","049","UT","UTAH","49049","PROVO","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",558.6666
"101415033","035","UT","SALT LAKE","49035","SALT LAKE CITY","OFF","OFF PREMISE","02","LIQUOR","2","CONVENTIONAL LIQUOR","Y","Y",711.6665
"101530934","017","UT","GARFIELD","49017","ESCALANTE","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",42
"300688304","031","UT","PIUTE","49031","JUNCTION","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",45
"101671776","035","UT","SALT LAKE","49035","SALT LAKE CITY","ON","ON PREMISE","50","DINING","2","CASUAL DINING","Y","Y",17
"101666797","035","UT","SALT LAKE","49035","SALT LAKE CITY","ON","ON PREMISE","50","DINING","2","CASUAL DINING","Y","Y",119
"105614493","035","UT","SALT LAKE","49035","SALT LAKE CITY","ON","ON PREMISE","51","BAR/NIGHTCLUB","2","CASUAL NIGHTCLUB","Y","Y",80
"101756398","057","UT","WEBER","49057","OGDEN","ON","ON PREMISE","50","DINING","2","CASUAL DINING","Y","Y",5
"101643335","035","UT","SALT LAKE","49035","SANDY","ON","ON PREMISE","50","DINING","2","CASUAL DINING","Y","Y",3
"102006480","035","UT","SALT LAKE","49035","HERRIMAN","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",282.0832
"105610330","021","UT","IRON","49021","CEDAR CITY","ON","ON PREMISE","50","DINING","2","CASUAL DINING","Y","Y",5
"200585523","027","UT","MILLARD","49027","DELTA","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",51.6667
"103693845","011","UT","DAVIS","49011","LAYTON","ON","ON PREMISE","50","DINING","2","CASUAL DINING","Y","N",1
"107447565","057","UT","WEBER","49057","OGDEN","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",97.8333
"103932036","035","UT","SALT LAKE","49035","SALT LAKE CITY","ON","ON PREMISE","50","DINING","2","CASUAL DINING","Y","Y",4
"301671791","035","UT","SALT LAKE","49035","MIDVALE","ON","ON PREMISE","50","DINING","2","CASUAL DINING","Y","Y",97.1667
"101734531","035","UT","SALT LAKE","49035","SALT LAKE CITY","ON","ON PREMISE","55","CATERER","2","FOOD SERVICE","Y","Y",21
"205604503","019","UT","GRAND","49019","MOAB","ON","ON PREMISE","50","DINING","2","CASUAL DINING","Y","Y",10
"107521645","035","UT","SALT LAKE","49035","WEST VALLEY CITY","ON","ON PREMISE","50","DINING","6","FAST CASUAL","Y","N",53.9167
"200657469","013","UT","DUCHESNE","49013","DUCHESNE","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",16
"202714987","035","UT","SALT LAKE","49035","SOUTH JORDAN","ON","ON PREMISE","52","LODGING","1","FULL SERVICE LODGING","Y","Y",1
"105610743","043","UT","SUMMIT","49043","PARK CITY","ON","ON PREMISE","52","LODGING","3","RESORT/CONVENTION","Y","Y",2
"100952835","049","UT","UTAH","49049","PAYSON","OFF","OFF PREMISE","03","DRUG","3","CONVENTIONAL DRUG","Y","N",5.75
"105608502","049","UT","UTAH","49049","PROVO","ON","ON PREMISE","50","DINING","2","CASUAL DINING","Y","Y",1
"107368970","043","UT","SUMMIT","49043","PARK CITY","ON","ON PREMISE","51","BAR/NIGHTCLUB","1","NEIGHBORHOOD BAR","Y","Y",1
"101809065","035","UT","SALT LAKE","49035","SALT LAKE CITY","OFF","OFF PREMISE","04","CIGARETTE OUTLET","4","CONVENTIONAL CIGARETTE OUTLET","Y","N",31
"100112081","035","UT","SALT LAKE","49035","SALT LAKE CITY","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",730.0833
"1093697","035","UT","SALT LAKE","49035","SALT LAKE CITY","OFF","OFF PREMISE","02","LIQUOR","2","CONVENTIONAL LIQUOR","N","N",3448.9995
"103753483","003","UT","BOX ELDER","49003","CORINNE","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",27
"100329503","035","UT","SALT LAKE","49035","SALT LAKE CITY","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",52
"205624759","035","UT","SALT LAKE","49035","MIDVALE","ON","ON PREMISE","51","BAR/NIGHTCLUB","1","NEIGHBORHOOD BAR","Y","Y",22
"100688072","035","UT","SALT LAKE","49035","SALT LAKE CITY","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",81.75
"105544176","005","UT","CACHE","49005","LOGAN","ON","ON PREMISE","50","DINING","2","CASUAL DINING","Y","Y",7.7499
"100391335","043","UT","SUMMIT","49043","OAKLEY","OFF","OFF PREMISE","05","GROCERY","4","SUPERETTE","Y","N",26
"100414459","035","UT","SALT LAKE","49035","SALT LAKE CITY","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",776.7499
